rank,city,state_abbr,state_full,slug,population,medicaid_doula_coverage,build_status,seo_score,tier,lat,lng,upgrade_status
1,Norfolk,VA,Virginia,norfolk-va,245115,YES,built,15.0,sweet-spot,36.8945,-76.259,Denver-level
2,Chesapeake,VA,Virginia,chesapeake-va,237940,YES,built,15.0,sweet-spot,36.6778,-76.3024,needs-upgrade
3,Fremont,CA,California,fremont-ca,233136,YES,built,15.0,sweet-spot,37.5256,-121.987,Denver-level
4,San Bernardino,CA,California,san-bernardino-ca,216239,YES,not-built,15.0,sweet-spot,34.1412,-117.2936,
5,Tacoma,WA,Washington,tacoma-wa,211277,YES,built,15.0,sweet-spot,47.2431,-122.4531,needs-upgrade
6,Fontana,CA,California,fontana-ca,209665,YES,not-built,15.0,sweet-spot,34.0967,-117.4599,
7,Moreno Valley,CA,California,moreno-valley-ca,205499,YES,not-built,15.0,sweet-spot,33.9244,-117.2045,
8,Aurora,IL,Illinois,aurora-il,201110,YES,built,15.0,sweet-spot,41.7638,-88.2901,needs-upgrade
9,Glendale,CA,California,glendale-ca,200831,YES,not-built,15.0,sweet-spot,34.1818,-118.2468,
10,Yonkers,NY,New York,yonkers-ny,200807,YES,built,15.0,sweet-spot,40.9466,-73.8674,needs-upgrade
11,Huntington Beach,CA,California,huntington-beach-ca,200652,YES,not-built,15.0,sweet-spot,33.696,-118.0023,
12,Newport News,VA,Virginia,newport-news-va,181825,YES,not-built,15.0,sweet-spot,37.1052,-76.5185,
13,Rancho Cucamonga,CA,California,rancho-cucamonga-ca,176534,YES,not-built,15.0,sweet-spot,34.1246,-117.5662,
14,Oceanside,CA,California,oceanside-ca,175464,YES,not-built,15.0,sweet-spot,33.2247,-117.3083,
15,Garden Grove,CA,California,garden-grove-ca,174858,YES,not-built,15.0,sweet-spot,33.7787,-117.9601,
16,Vancouver,WA,Washington,vancouver-wa,174826,YES,built,15.0,sweet-spot,45.6352,-122.5972,Denver-level
17,Ontario,CA,California,ontario-ca,173212,YES,not-built,15.0,sweet-spot,34.0393,-117.6064,
18,Elk Grove,CA,California,elk-grove-ca,169743,YES,not-built,15.0,sweet-spot,38.416,-121.3841,
19,Corona,CA,California,corona-ca,166785,YES,not-built,15.0,sweet-spot,33.8623,-117.5642,
20,Cary,NC,North Carolina,cary-nc,162320,YES,built,15.0,sweet-spot,35.7815,-78.8162,needs-upgrade
21,Hayward,CA,California,hayward-ca,158937,YES,not-built,15.0,sweet-spot,37.6327,-122.0776,
22,Palmdale,CA,California,palmdale-ca,157356,YES,not-built,15.0,sweet-spot,34.5945,-118.1058,
23,Alexandria,VA,Virginia,alexandria-va,155810,YES,not-built,15.0,sweet-spot,38.8184,-77.0861,
24,Lakewood,CO,Colorado,lakewood-co,154393,YES,built,15.0,sweet-spot,39.6977,-105.117,needs-upgrade
25,Sunnyvale,CA,California,sunnyvale-ca,152771,YES,not-built,15.0,sweet-spot,37.3846,-122.0261,
26,Pomona,CA,California,pomona-ca,152494,YES,not-built,15.0,sweet-spot,34.0585,-117.7625,
27,Escondido,CA,California,escondido-ca,151613,YES,not-built,15.0,sweet-spot,33.1349,-117.0721,
28,Joliet,IL,Illinois,joliet-il,148262,YES,built,15.0,sweet-spot,41.5201,-88.1503,needs-upgrade
29,Torrance,CA,California,torrance-ca,147195,YES,not-built,15.0,sweet-spot,33.8346,-118.3417,
30,Naperville,IL,Illinois,naperville-il,147122,YES,built,15.0,sweet-spot,41.7483,-88.1656,needs-upgrade
31,Paterson,NJ,New Jersey,paterson-nj,147000,YES,built,15.0,sweet-spot,40.9147,-74.1624,needs-upgrade
32,Pasadena,CA,California,pasadena-ca,142059,YES,not-built,15.0,sweet-spot,34.1598,-118.1389,
33,Bellevue,WA,Washington,bellevue-wa,141400,YES,not-built,15.0,sweet-spot,47.5953,-122.155,
34,Fullerton,CA,California,fullerton-ca,140721,YES,not-built,15.0,sweet-spot,33.8841,-117.9279,
35,Orange,CA,California,orange-ca,140504,YES,not-built,15.0,sweet-spot,33.8038,-117.8219,
36,Thornton,CO,Colorado,thornton-co,136703,YES,not-built,15.0,sweet-spot,39.9202,-104.9445,
37,West Valley City,UT,Utah,west-valley-city-ut,136574,YES,not-built,15.0,sweet-spot,40.6889,-112.0115,
38,Hampton,VA,Virginia,hampton-va,135410,YES,not-built,15.0,sweet-spot,37.0551,-76.3629,
39,Warren,MI,Michigan,warren-mi,135125,YES,not-built,15.0,sweet-spot,42.4934,-83.027,
40,Roseville,CA,California,roseville-ca,132671,YES,not-built,15.0,sweet-spot,38.7683,-121.3164,
41,Sterling Heights,MI,Michigan,sterling-heights-mi,132427,YES,not-built,15.0,sweet-spot,42.581,-83.0304,
42,Stamford,CT,Connecticut,stamford-ct,129113,YES,built,15.0,sweet-spot,41.1035,-73.5583,needs-upgrade
43,Elizabeth,NJ,New Jersey,elizabeth-nj,128640,YES,not-built,15.0,sweet-spot,40.6655,-74.1918,
44,Kent,WA,Washington,kent-wa,127514,YES,not-built,15.0,sweet-spot,47.3887,-122.2128,
45,Santa Clara,CA,California,santa-clara-ca,125948,YES,not-built,15.0,sweet-spot,37.3646,-121.9679,
46,Berkeley,CA,California,berkeley-ca,121240,YES,not-built,15.0,sweet-spot,37.8723,-122.276,
47,Arvada,CO,Colorado,arvada-co,117453,YES,not-built,15.0,sweet-spot,39.8321,-105.1508,
48,Independence,MO,Missouri,independence-mo,117030,YES,not-built,15.0,sweet-spot,39.0871,-94.3503,
49,El Monte,CA,California,el-monte-ca,115807,YES,not-built,15.0,sweet-spot,34.0739,-118.0291,
50,Carlsbad,CA,California,carlsbad-ca,113952,YES,not-built,15.0,sweet-spot,33.1246,-117.2836,
51,Westminster,CO,Colorado,westminster-co,113875,YES,not-built,15.0,sweet-spot,39.8837,-105.0627,
52,West Jordan,UT,Utah,west-jordan-ut,113699,YES,not-built,15.0,sweet-spot,40.6024,-112.0008,
53,Downey,CA,California,downey-ca,113267,YES,not-built,15.0,sweet-spot,33.9379,-118.1312,
54,Temecula,CA,California,temecula-ca,113054,YES,not-built,15.0,sweet-spot,33.4928,-117.1315,
55,Costa Mesa,CA,California,costa-mesa-ca,112822,YES,not-built,15.0,sweet-spot,33.6667,-117.9135,
56,Elgin,IL,Illinois,elgin-il,112123,YES,not-built,15.0,sweet-spot,42.0385,-88.3227,
57,Gresham,OR,Oregon,gresham-or,111523,YES,built,15.0,sweet-spot,45.5023,-122.4414,needs-upgrade
58,Inglewood,CA,California,inglewood-ca,110654,YES,not-built,15.0,sweet-spot,33.9566,-118.3444,
59,Cambridge,MA,Massachusetts,cambridge-ma,110651,YES,not-built,15.0,sweet-spot,42.3758,-71.1184,
60,Lowell,MA,Massachusetts,lowell-ma,110558,YES,not-built,15.0,sweet-spot,42.6389,-71.3217,
61,Centennial,CO,Colorado,centennial-co,109932,YES,not-built,15.0,sweet-spot,39.5927,-104.8674,
62,Richmond,CA,California,richmond-ca,109813,YES,not-built,15.0,sweet-spot,37.9477,-122.339,
63,Everett,WA,Washington,everett-wa,109043,YES,not-built,15.0,sweet-spot,47.9524,-122.1672,
64,West Covina,CA,California,west-covina-ca,107847,YES,not-built,15.0,sweet-spot,34.0555,-117.9112,
65,Clovis,CA,California,clovis-ca,106583,YES,not-built,15.0,sweet-spot,36.8283,-119.6851,
66,Daly City,CA,California,daly-city-ca,106472,YES,not-built,15.0,sweet-spot,37.6863,-122.4684,
67,Norwalk,CA,California,norwalk-ca,106178,YES,not-built,15.0,sweet-spot,33.9069,-118.0829,
68,Hillsboro,OR,Oregon,hillsboro-or,105164,YES,not-built,15.0,sweet-spot,45.5289,-122.9373,
69,Burbank,CA,California,burbank-ca,104447,YES,not-built,15.0,sweet-spot,34.188,-118.3234,
70,San Mateo,CA,California,san-mateo-ca,103959,YES,not-built,15.0,sweet-spot,37.5522,-122.3122,
71,El Cajon,CA,California,el-cajon-ca,103768,YES,not-built,15.0,sweet-spot,32.8017,-116.9604,
72,Rialto,CA,California,rialto-ca,103314,YES,not-built,15.0,sweet-spot,34.1128,-117.3885,
73,Vista,CA,California,vista-ca,101659,YES,not-built,15.0,sweet-spot,33.1895,-117.2386,
74,Renton,WA,Washington,renton-wa,100953,YES,not-built,15.0,sweet-spot,47.4757,-122.1904,
75,Beaverton,OR,Oregon,beaverton-or,97590,YES,built,13.5,sweet-spot,45.4779,-122.8168,needs-upgrade
76,Compton,CA,California,compton-ca,97550,YES,not-built,13.5,sweet-spot,33.893,-118.2275,
77,Orem,UT,Utah,orem-ut,97499,YES,not-built,13.5,sweet-spot,40.2988,-111.699,
78,Federal Way,WA,Washington,federal-way-wa,96757,YES,not-built,13.5,sweet-spot,47.3091,-122.3358,
79,Spokane Valley,WA,Washington,spokane-valley-wa,96340,YES,not-built,13.5,sweet-spot,47.6625,-117.2345,
80,Rio Rancho,NM,New Mexico,rio-rancho-nm,96028,YES,not-built,13.5,sweet-spot,35.2873,-106.6979,
81,Brockton,MA,Massachusetts,brockton-ma,95630,YES,not-built,13.5,sweet-spot,42.0821,-71.0242,
82,South Gate,CA,California,south-gate-ca,95538,YES,not-built,13.5,sweet-spot,33.9448,-118.1926,
83,San Marcos,CA,California,san-marcos-ca,95261,YES,not-built,13.5,sweet-spot,33.135,-117.1743,
84,Portsmouth,VA,Virginia,portsmouth-va,95252,YES,not-built,13.5,sweet-spot,36.8468,-76.354,
85,Dearborn,MI,Michigan,dearborn-mi,94444,YES,not-built,13.5,sweet-spot,42.3127,-83.213,
86,Livonia,MI,Michigan,livonia-mi,94041,YES,not-built,13.5,sweet-spot,42.3972,-83.3733,
87,Hesperia,CA,California,hesperia-ca,93724,YES,not-built,13.5,sweet-spot,34.3974,-117.3144,
88,Quincy,MA,Massachusetts,quincy-ma,93688,YES,not-built,13.5,sweet-spot,42.2516,-71.0183,
89,Carson,CA,California,carson-ca,92797,YES,not-built,13.5,sweet-spot,33.8374,-118.2559,
90,Lynn,MA,Massachusetts,lynn-ma,92697,YES,not-built,13.5,sweet-spot,42.4778,-70.9662,
91,Santa Monica,CA,California,santa-monica-ca,92478,YES,not-built,13.5,sweet-spot,34.0232,-118.4813,
92,Westminster,CA,California,westminster-ca,91565,YES,not-built,13.5,sweet-spot,33.7523,-117.9938,
93,San Leandro,CA,California,san-leandro-ca,90465,YES,not-built,13.5,sweet-spot,37.7071,-122.1601,
94,Suffolk,VA,Virginia,suffolk-va,89273,YES,not-built,13.5,sweet-spot,36.6953,-76.6398,
95,Newton,MA,Massachusetts,newton-ma,89045,YES,not-built,13.5,sweet-spot,42.3317,-71.2085,
96,Fall River,MA,Massachusetts,fall-river-ma,88930,YES,not-built,13.5,sweet-spot,41.7136,-71.1014,
97,Menifee,CA,California,menifee-ca,88531,YES,not-built,13.5,sweet-spot,33.6909,-117.1849,
98,Norwalk,CT,Connecticut,norwalk-ct,88438,YES,not-built,13.5,sweet-spot,41.1144,-73.4215,
99,Waukegan,IL,Illinois,waukegan-il,88182,YES,not-built,13.5,sweet-spot,42.3697,-87.8716,
100,Hawthorne,CA,California,hawthorne-ca,88031,YES,not-built,13.5,sweet-spot,33.9147,-118.3476,
101,Chino,CA,California,chino-ca,87776,YES,not-built,13.5,sweet-spot,33.9836,-117.6653,
102,Kirkland,WA,Washington,kirkland-wa,87701,YES,not-built,13.5,sweet-spot,47.6996,-122.1982,
103,Citrus Heights,CA,California,citrus-heights-ca,87432,YES,not-built,13.5,sweet-spot,38.6948,-121.288,
104,Whittier,CA,California,whittier-ca,86883,YES,not-built,13.5,sweet-spot,33.9678,-118.0188,
105,Newport Beach,CA,California,newport-beach-ca,86688,YES,not-built,13.5,sweet-spot,33.6151,-117.8669,
106,O'Fallon,MO,Missouri,o'fallon-mo,86274,YES,not-built,13.5,sweet-spot,38.7853,-90.7178,
107,Clifton,NJ,New Jersey,clifton-nj,85845,YES,not-built,13.5,sweet-spot,40.8631,-74.1575,
108,Alhambra,CA,California,alhambra-ca,85474,YES,not-built,13.5,sweet-spot,34.084,-118.1355,
109,Bloomington,MN,Minnesota,bloomington-mn,85319,YES,not-built,13.5,sweet-spot,44.8306,-93.315,
110,Redwood City,CA,California,redwood-city-ca,84950,YES,not-built,13.5,sweet-spot,37.5026,-122.2251,
111,Troy,MI,Michigan,troy-mi,83641,YES,not-built,13.5,sweet-spot,42.5817,-83.1458,
112,Lake Forest,CA,California,lake-forest-ca,83240,YES,not-built,13.5,sweet-spot,33.6606,-117.6712,
113,Buena Park,CA,California,buena-park-ca,83156,YES,not-built,13.5,sweet-spot,33.8572,-118.0046,
114,Cicero,IL,Illinois,cicero-il,82992,YES,not-built,13.5,sweet-spot,41.8445,-87.7593,
115,Pleasanton,CA,California,pleasanton-ca,82270,YES,not-built,13.5,sweet-spot,37.666,-121.8805,
116,Warwick,RI,Rhode Island,warwick-ri,81579,YES,built,13.5,sweet-spot,41.7061,-71.4334,needs-upgrade
117,Westland,MI,Michigan,westland-mi,81545,YES,not-built,13.5,sweet-spot,42.3192,-83.3806,
118,Somerville,MA,Massachusetts,somerville-ma,81322,YES,not-built,13.5,sweet-spot,42.3908,-71.1013,
119,Lakewood,CA,California,lakewood-ca,81138,YES,not-built,13.5,sweet-spot,33.8471,-118.1222,
120,Farmington Hills,MI,Michigan,farmington-hills-mi,81129,YES,not-built,13.5,sweet-spot,42.486,-83.3771,
121,Cranston,RI,Rhode Island,cranston-ri,81034,YES,not-built,13.5,sweet-spot,41.7658,-71.4858,
122,Mountain View,CA,California,mountain-view-ca,80447,YES,not-built,13.5,sweet-spot,37.4001,-122.0796,
123,Tustin,CA,California,tustin-ca,80395,YES,not-built,13.5,sweet-spot,33.7309,-117.8106,
124,Lawrence,MA,Massachusetts,lawrence-ma,80209,YES,not-built,13.5,sweet-spot,42.7003,-71.1626,
125,Brooklyn Park,MN,Minnesota,brooklyn-park-mn,79707,YES,not-built,13.5,sweet-spot,45.1112,-93.3505,
126,New Rochelle,NY,New York,new-rochelle-ny,79557,YES,not-built,13.5,sweet-spot,40.9305,-73.7836,
127,Alameda,CA,California,alameda-ca,78906,YES,not-built,13.5,sweet-spot,37.767,-122.2673,
128,Chino Hills,CA,California,chino-hills-ca,78822,YES,not-built,13.5,sweet-spot,33.9508,-117.7254,
129,Bellflower,CA,California,bellflower-ca,77790,YES,not-built,13.5,sweet-spot,33.888,-118.1271,
130,Milpitas,CA,California,milpitas-ca,77528,YES,not-built,13.5,sweet-spot,37.4338,-121.8921,
131,Auburn,WA,Washington,auburn-wa,77472,YES,not-built,13.5,sweet-spot,47.3039,-122.2108,
132,Folsom,CA,California,folsom-ca,77271,YES,not-built,13.5,sweet-spot,38.6751,-121.1476,
133,Plymouth,MN,Minnesota,plymouth-mn,77216,YES,not-built,13.5,sweet-spot,45.0225,-93.4617,
134,Loveland,CO,Colorado,loveland-co,76897,YES,not-built,13.5,sweet-spot,40.4168,-105.0622,
135,Upland,CA,California,upland-ca,76684,YES,not-built,13.5,sweet-spot,34.1178,-117.6603,
136,Baldwin Park,CA,California,baldwin-park-ca,76464,YES,not-built,13.5,sweet-spot,34.0829,-117.972,
137,Perris,CA,California,perris-ca,76331,YES,not-built,13.5,sweet-spot,33.7897,-117.2233,
138,Layton,UT,Utah,layton-ut,75655,YES,not-built,13.5,sweet-spot,41.0773,-111.9618,
139,San Ramon,CA,California,san-ramon-ca,75639,YES,not-built,13.5,sweet-spot,37.7625,-121.9366,
140,Wyoming,MI,Michigan,wyoming-mi,75567,YES,not-built,13.5,sweet-spot,42.8909,-85.7067,
141,Arlington Heights,IL,Illinois,arlington-heights-il,75525,YES,not-built,13.5,sweet-spot,42.0955,-87.9825,
142,Union City,CA,California,union-city-ca,75322,YES,not-built,13.5,sweet-spot,37.603,-122.0187,
143,Bethlehem,PA,Pennsylvania,bethlehem-pa,75293,YES,not-built,13.5,sweet-spot,40.6266,-75.3679,
144,Evanston,IL,Illinois,evanston-il,74895,YES,not-built,13.5,sweet-spot,42.0463,-87.6942,
145,Bolingbrook,IL,Illinois,bolingbrook-il,74518,YES,not-built,13.5,sweet-spot,41.6911,-88.1012,
146,Schaumburg,IL,Illinois,schaumburg-il,74446,YES,not-built,13.5,sweet-spot,42.0307,-88.0838,
147,Camden,NJ,New Jersey,camden-nj,74420,YES,not-built,13.5,sweet-spot,39.9361,-75.1072,
148,Rochester Hills,MI,Michigan,rochester-hills-mi,73422,YES,not-built,13.5,sweet-spot,42.6645,-83.1563,
149,Southfield,MI,Michigan,southfield-mi,73100,YES,not-built,13.5,sweet-spot,42.4765,-83.2605,
150,New Britain,CT,Connecticut,new-britain-ct,72558,YES,not-built,13.5,sweet-spot,41.6758,-72.7862,
151,Apple Valley,CA,California,apple-valley-ca,72553,YES,not-built,13.5,sweet-spot,34.5329,-117.2102,
152,Waukesha,WI,Wisconsin,waukesha-wi,72363,YES,not-built,13.5,sweet-spot,43.0088,-88.2462,
153,Rancho Cordova,CA,California,rancho-cordova-ca,72326,YES,not-built,13.5,sweet-spot,38.5739,-121.2521,
154,Pawtucket,RI,Rhode Island,pawtucket-ri,71427,YES,not-built,13.5,sweet-spot,41.8743,-71.3744,
155,Redlands,CA,California,redlands-ca,71288,YES,not-built,13.5,sweet-spot,34.0512,-117.171,
156,Lynwood,CA,California,lynwood-ca,71187,YES,not-built,13.5,sweet-spot,33.924,-118.2017,
157,Pittsburg,CA,California,pittsburg-ca,70679,YES,not-built,13.5,sweet-spot,38.019,-121.897,
158,Passaic,NJ,New Jersey,passaic-nj,70635,YES,not-built,13.5,sweet-spot,40.8574,-74.1281,
159,Pasco,WA,Washington,pasco-wa,70579,YES,not-built,13.5,sweet-spot,46.2499,-119.1271,
160,Maple Grove,MN,Minnesota,maple-grove-mn,69576,YES,not-built,13.5,sweet-spot,45.1088,-93.4626,
161,Union City,NJ,New Jersey,union-city-nj,69296,YES,not-built,13.5,sweet-spot,40.7675,-74.0323,
162,Saint Charles,MO,Missouri,saint-charles-mo,69293,YES,not-built,13.5,sweet-spot,38.7957,-90.5155,
163,Walnut Creek,CA,California,walnut-creek-ca,69122,YES,not-built,13.5,sweet-spot,37.9025,-122.0398,
164,South Jordan,UT,Utah,south-jordan-ut,69034,YES,not-built,13.5,sweet-spot,40.5571,-111.9783,
165,Woodbury,MN,Minnesota,woodbury-mn,68820,YES,not-built,13.5,sweet-spot,44.9056,-92.9231,
166,Palatine,IL,Illinois,palatine-il,68766,YES,not-built,13.5,sweet-spot,42.1181,-88.043,
167,Mount Vernon,NY,New York,mount-vernon-ny,68344,YES,not-built,13.5,sweet-spot,40.9136,-73.8291,
168,Yorba Linda,CA,California,yorba-linda-ca,68235,YES,not-built,13.5,sweet-spot,33.889,-117.7714,
169,Redondo Beach,CA,California,redondo-beach-ca,67867,YES,not-built,13.5,sweet-spot,33.8574,-118.3766,
170,Gaithersburg,MD,Maryland,gaithersburg-md,67776,YES,not-built,13.5,sweet-spot,39.1347,-77.213,
171,Palo Alto,CA,California,palo-alto-ca,67024,YES,not-built,13.5,sweet-spot,37.3917,-122.1465,
172,South San Francisco,CA,California,south-san-francisco-ca,66980,YES,not-built,13.5,sweet-spot,37.6537,-122.4197,
173,Rockville,MD,Maryland,rockville-md,66940,YES,not-built,13.5,sweet-spot,39.0834,-77.1553,
174,Broomfield,CO,Colorado,broomfield-co,66529,YES,not-built,13.5,sweet-spot,39.9541,-105.0526,
175,Eagan,MN,Minnesota,eagan-mn,66428,YES,not-built,13.5,sweet-spot,44.8168,-93.1638,
176,Bayonne,NJ,New Jersey,bayonne-nj,66238,YES,not-built,13.5,sweet-spot,40.6659,-74.1141,
177,Laguna Niguel,CA,California,laguna-niguel-ca,65328,YES,not-built,13.5,sweet-spot,33.5275,-117.705,
178,San Clemente,CA,California,san-clemente-ca,65309,YES,not-built,13.5,sweet-spot,33.4498,-117.6103,
179,Schenectady,NY,New York,schenectady-ny,64913,YES,not-built,13.5,sweet-spot,42.8025,-73.9276,
180,East Orange,NJ,New Jersey,east-orange-nj,64789,YES,not-built,13.5,sweet-spot,40.7651,-74.2118,
181,West Des Moines,IA,Iowa,west-des-moines-ia,64560,YES,not-built,13.5,sweet-spot,41.5527,-93.7803,
182,Skokie,IL,Illinois,skokie-il,64270,YES,not-built,13.5,sweet-spot,42.036,-87.74,
183,Lake Elsinore,CA,California,lake-elsinore-ca,64205,YES,not-built,13.5,sweet-spot,33.6847,-117.3346,
184,Eden Prairie,MN,Minnesota,eden-prairie-mn,63914,YES,not-built,13.5,sweet-spot,44.8487,-93.4595,
185,Sammamish,WA,Washington,sammamish-wa,63773,YES,not-built,13.5,sweet-spot,47.6045,-122.0446,
186,Pico Rivera,CA,California,pico-rivera-ca,63635,YES,not-built,13.5,sweet-spot,33.9902,-118.0888,
187,Montebello,CA,California,montebello-ca,63335,YES,not-built,13.5,sweet-spot,34.0155,-118.1107,
188,Encinitas,CA,California,encinitas-ca,63131,YES,not-built,13.5,sweet-spot,33.0492,-117.2613,
189,Waltham,MA,Massachusetts,waltham-ma,63002,YES,not-built,13.5,sweet-spot,42.3889,-71.2423,
190,Blaine,MN,Minnesota,blaine-mn,62892,YES,not-built,13.5,sweet-spot,45.1696,-93.2078,
191,Haverhill,MA,Massachusetts,haverhill-ma,62873,YES,not-built,13.5,sweet-spot,42.7838,-71.0871,
192,Rocklin,CA,California,rocklin-ca,62787,YES,not-built,13.5,sweet-spot,38.8078,-121.2491,
193,Tulare,CA,California,tulare-ca,62779,YES,not-built,13.5,sweet-spot,36.1996,-119.34,
194,Council Bluffs,IA,Iowa,council-bluffs-ia,62524,YES,not-built,13.5,sweet-spot,41.2369,-95.8518,
195,Redmond,WA,Washington,redmond-wa,62458,YES,not-built,13.5,sweet-spot,47.6776,-122.1176,
196,Coon Rapids,MN,Minnesota,coon-rapids-mn,62359,YES,not-built,13.5,sweet-spot,45.1756,-93.3095,
197,Lakeville,MN,Minnesota,lakeville-mn,61938,YES,not-built,13.5,sweet-spot,44.6777,-93.2522,
198,Springfield,OR,Oregon,springfield-or,61893,YES,not-built,13.5,sweet-spot,44.0538,-122.981,
199,La Habra,CA,California,la-habra-ca,61664,YES,not-built,13.5,sweet-spot,33.9278,-117.9513,
200,Burnsville,MN,Minnesota,burnsville-mn,61290,YES,not-built,13.5,sweet-spot,44.7648,-93.2794,
201,Taylor,MI,Michigan,taylor-mi,61177,YES,not-built,13.5,sweet-spot,42.226,-83.2688,
202,Eastvale,CA,California,eastvale-ca,61151,YES,not-built,13.5,sweet-spot,33.9617,-117.5803,
203,National City,CA,California,national-city-ca,61147,YES,not-built,13.5,sweet-spot,32.6654,-117.0983,
204,Lehi,UT,Utah,lehi-ut,61130,YES,not-built,13.5,sweet-spot,40.414,-111.8729,
205,Monterey Park,CA,California,monterey-park-ca,61075,YES,not-built,13.5,sweet-spot,34.0497,-118.1325,
206,Malden,MA,Massachusetts,malden-ma,60840,YES,not-built,13.5,sweet-spot,42.4305,-71.0576,
207,Lakewood,WA,Washington,lakewood-wa,60665,YES,not-built,13.5,sweet-spot,47.1627,-122.5299,
208,Cupertino,CA,California,cupertino-ca,60643,YES,not-built,13.5,sweet-spot,37.3167,-122.0465,
209,Brentwood,CA,California,brentwood-ca,60532,YES,not-built,13.5,sweet-spot,37.9356,-121.719,
210,Taylorsville,UT,Utah,taylorsville-ut,60436,YES,not-built,13.5,sweet-spot,40.657,-111.9493,
211,Bristol,CT,Connecticut,bristol-ct,60147,YES,not-built,13.5,sweet-spot,41.6812,-72.9407,
212,West Allis,WI,Wisconsin,west-allis-wi,60087,YES,not-built,13.5,sweet-spot,43.0068,-88.0296,
213,Gardena,CA,California,gardena-ca,60048,YES,not-built,13.5,sweet-spot,33.8944,-118.3073,
214,La Mesa,CA,California,la-mesa-ca,59948,YES,not-built,13.5,sweet-spot,32.7703,-117.0203,
215,Saint Clair Shores,MI,Michigan,saint-clair-shores-mi,59775,YES,not-built,13.5,sweet-spot,42.4922,-82.8957,
216,Pontiac,MI,Michigan,pontiac-mi,59698,YES,not-built,13.5,sweet-spot,42.6493,-83.2878,
217,Meriden,CT,Connecticut,meriden-ct,59622,YES,not-built,13.5,sweet-spot,41.5367,-72.7943,
218,Dublin,CA,California,dublin-ca,59583,YES,not-built,13.5,sweet-spot,37.7161,-121.8962,
219,Chapel Hill,NC,North Carolina,chapel-hill-nc,59246,YES,not-built,13.5,sweet-spot,35.9271,-79.0387,
220,Novi,MI,Michigan,novi-mi,59211,YES,not-built,13.5,sweet-spot,42.4786,-83.4893,
221,Royal Oak,MI,Michigan,royal-oak-mi,59006,YES,not-built,13.5,sweet-spot,42.5084,-83.1539,
222,San Rafael,CA,California,san-rafael-ca,58954,YES,not-built,13.5,sweet-spot,37.9905,-122.5222,
223,Huntington Park,CA,California,huntington-park-ca,58879,YES,not-built,13.5,sweet-spot,33.98,-118.2167,
224,Orland Park,IL,Illinois,orland-park-il,58862,YES,not-built,13.5,sweet-spot,41.6075,-87.8618,
225,Ankeny,IA,Iowa,ankeny-ia,58627,YES,not-built,13.5,sweet-spot,41.7279,-93.6033,
226,Arcadia,CA,California,arcadia-ca,58523,YES,not-built,13.5,sweet-spot,34.1342,-118.0373,
227,Bowie,MD,Maryland,bowie-md,58393,YES,built,13.5,sweet-spot,38.9577,-76.7421,needs-upgrade
228,White Plains,NY,New York,white-plains-ny,58241,YES,not-built,13.5,sweet-spot,41.022,-73.7548,
229,Des Plaines,IL,Illinois,des-plaines-il,58141,YES,not-built,13.5,sweet-spot,42.0343,-87.9008,
230,Santee,CA,California,santee-ca,57834,YES,not-built,13.5,sweet-spot,32.8555,-116.9848,
231,Castle Rock,CO,Colorado,castle-rock-co,57666,YES,not-built,13.5,sweet-spot,39.3761,-104.8536,
232,Saint Peters,MO,Missouri,saint-peters-mo,57289,YES,not-built,13.5,sweet-spot,38.7825,-90.6061,
233,Medford,MA,Massachusetts,medford-ma,57213,YES,not-built,13.5,sweet-spot,42.4234,-71.1087,
234,New Brunswick,NJ,New Jersey,new-brunswick-nj,56910,YES,not-built,13.5,sweet-spot,40.487,-74.445,
235,Taunton,MA,Massachusetts,taunton-ma,56843,YES,not-built,13.5,sweet-spot,41.9036,-71.0943,
236,Tinley Park,IL,Illinois,tinley-park-il,56831,YES,not-built,13.5,sweet-spot,41.5671,-87.8049,
237,Diamond Bar,CA,California,diamond-bar-ca,56793,YES,not-built,13.5,sweet-spot,33.9992,-117.8161,
238,Fountain Valley,CA,California,fountain-valley-ca,56529,YES,not-built,13.5,sweet-spot,33.7105,-117.9514,
239,Oak Lawn,IL,Illinois,oak-lawn-il,56257,YES,not-built,13.5,sweet-spot,41.7139,-87.7528,
240,Novato,CA,California,novato-ca,56004,YES,not-built,13.5,sweet-spot,38.092,-122.5576,
241,Chicopee,MA,Massachusetts,chicopee-ma,55991,YES,not-built,13.5,sweet-spot,42.1764,-72.5719,
242,Dearborn Heights,MI,Michigan,dearborn-heights-mi,55761,YES,not-built,13.5,sweet-spot,42.3164,-83.2769,
243,Berwyn,IL,Illinois,berwyn-il,55748,YES,not-built,13.5,sweet-spot,41.8433,-87.7909,
244,Hempstead,NY,New York,hempstead-ny,55555,YES,not-built,13.5,sweet-spot,40.7043,-73.6193,
245,Shoreline,WA,Washington,shoreline-wa,55333,YES,not-built,13.5,sweet-spot,47.7563,-122.3425,
246,Richland,WA,Washington,richland-wa,54989,YES,not-built,13.5,sweet-spot,46.2828,-119.2939,
247,Highland,CA,California,highland-ca,54939,YES,not-built,13.5,sweet-spot,34.1113,-117.1653,
248,Paramount,CA,California,paramount-ca,54909,YES,not-built,13.5,sweet-spot,33.8976,-118.1651,
249,Commerce City,CO,Colorado,commerce-city-co,54869,YES,not-built,13.5,sweet-spot,39.8638,-104.8434,
250,Huntersville,NC,North Carolina,huntersville-nc,54839,YES,not-built,13.5,sweet-spot,35.4055,-80.8741,
